id,author,title,year,publisher,description,category,type,from_dataset,have_it,filename,file_location,triage,triage_reason,google_scholar_url,google_search_url,wayback_url,worldcat_url
DIABLO-REF-46,"Deering,",A Study of,1955,"Davis, CA:",Offers plant lists only,Fire Resistance - CA Plant Lists,primary_source,DiabloFiresafe (FIRE-07),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Deering+A+Study+of+1955,https://www.google.com/search?q=Deering+A+Study+of+1955+filetype%3Apdf,https://web.archive.org/web/*/A+Study+of,https://search.worldcat.org/search?q=Deering+A+Study+of+1955
DIABLO-REF-47,International,Proceedings of,1977,"Seattle, WA: The",Offers species,Fire Resistance - CA Plant Lists,primary_source,DiabloFiresafe (FIRE-07),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=International+Proceedings+of+1977,https://www.google.com/search?q=International+Proceedings+of+1977+filetype%3Apdf,https://web.archive.org/web/*/Proceedings+of,https://search.worldcat.org/search?q=International+Proceedings+of+1977
DIABLO-REF-48,"Edmuson,",Plant Materials,1976,U.S Dept. of,Offers plant lists only,Fire Resistance - CA Plant Lists,primary_source,DiabloFiresafe (FIRE-07),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Edmuson+Plant+Materials+1976,https://www.google.com/search?q=Edmuson+Plant+Materials+1976+filetype%3Apdf,https://web.archive.org/web/*/Plant+Materials,https://search.worldcat.org/search?q=Edmuson+Plant+Materials+1976
DIABLO-REF-49,Resource,Windbreaks,1988,"Sacramento, CA:",Offers plant lists only,Fire Resistance - CA Plant Lists,primary_source,DiabloFiresafe (FIRE-07),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Resource+Windbreaks+1988,https://www.google.com/search?q=Resource+Windbreaks+1988+filetype%3Apdf,https://web.archive.org/web/*/Windbreaks,https://search.worldcat.org/search?q=Resource+Windbreaks+1988
DIABLO-REF-50,"Lenz, Lee W.;",California Native,1981,Rancho Santa Ana,Offers plant lists only,Fire Resistance - CA Plant Lists,primary_source,DiabloFiresafe (FIRE-07),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Lenz+California+Native+1981,https://www.google.com/search?q=Lenz+California+Native+1981+filetype%3Apdf,https://web.archive.org/web/*/California+Native,https://search.worldcat.org/search?q=Lenz+California+Native+1981
DIABLO-REF-51,"Nehrling,",Easy Gardening,1975,New York: Dover,Defines drought as,Fire Resistance - CA Plant Lists,primary_source,DiabloFiresafe (FIRE-07),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Nehrling+Easy+Gardening+1975,https://www.google.com/search?q=Nehrling+Easy+Gardening+1975+filetype%3Apdf,https://web.archive.org/web/*/Easy+Gardening,https://search.worldcat.org/search?q=Nehrling+Easy+Gardening+1975
DIABLO-REF-52,"Hazlewood,",A Handbook of,1968,"Sydney, Australia:",Defines drought,Fire Resistance - CA Plant Lists,primary_source,DiabloFiresafe (FIRE-07),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Hazlewood+A+Handbook+of+1968,https://www.google.com/search?q=Hazlewood+A+Handbook+of+1968+filetype%3Apdf,https://web.archive.org/web/*/A+Handbook+of,https://search.worldcat.org/search?q=Hazlewood+A+Handbook+of+1968
DIABLO-REF-53,Orange,Report of the,1994,Developed by the,Defines plants that,Fire Resistance - CA Plant Lists,primary_source,DiabloFiresafe (FIRE-07),Yes,OrangeCounty_Wildland-Fire-Management-Plan-Vol1.pdf,knowledge-base/,TRY_ONLINE,Unknown type — try Google Scholar and general search first,https://scholar.google.com/scholar?q=Orange+Report+of+the+1994,https://www.google.com/search?q=Orange+Report+of+the+1994+filetype%3Apdf,https://web.archive.org/web/*/Report+of+the,https://search.worldcat.org/search?q=Orange+Report+of+the+1994
DIABLO-REF-54,"Perry, Bob",Landscape,1992,"Claremont, CA :",Categorizes,Fire Resistance - CA Plant Lists,primary_source,DiabloFiresafe (FIRE-07),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Perry+Landscape+1992,https://www.google.com/search?q=Perry+Landscape+1992+filetype%3Apdf,https://web.archive.org/web/*/Landscape,https://search.worldcat.org/search?q=Perry+Landscape+1992
DIABLO-REF-55,"Hickman,",The Jepson,1993,University of,Provides information,Fire Resistance - CA Plant Lists,primary_source,DiabloFiresafe (FIRE-07),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Hickman+The+Jepson+1993,https://www.google.com/search?q=Hickman+The+Jepson+1993+filetype%3Apdf,https://web.archive.org/web/*/The+Jepson,https://search.worldcat.org/search?q=Hickman+The+Jepson+1993
DIABLO-REF-56,The Staff of,Hortus Third: A,1976,"New York, NY:",Provides detailed,Fire Resistance - CA Plant Lists,primary_source,DiabloFiresafe (FIRE-07),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=The+Staff+of+Hortus+Third%3A+A+1976,https://www.google.com/search?q=The+Staff+of+Hortus+Third%3A+A+1976+filetype%3Apdf,https://web.archive.org/web/*/Hortus+Third%3A+A,https://search.worldcat.org/search?q=The+Staff+of+Hortus+Third%3A+A+1976
DIABLO-REF-57,"Costello, L.R.;",Water Use,1994,"Half Moon Bay, CA:",Provides,Fire Resistance - CA Plant Lists,primary_source,DiabloFiresafe (FIRE-07),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Costello+Water+Use+1994,https://www.google.com/search?q=Costello+Water+Use+1994+filetype%3Apdf,https://web.archive.org/web/*/Water+Use,https://search.worldcat.org/search?q=Costello+Water+Use+1994
UCF-REF-1,California Department of Forestry,Fire Safe: Inside and Out,Date Unk.,California Department of Forestry Publication,"Defines fire retardant plants as those easily maintained and pruned, drought tolerant in some cases, can be grown without accumulating dead branches, needles or leaves, have a low sap or resin content, and grow close to the ground.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Yes,pineforestoa.org Fire_Safe.pdf,knowledge-base/,LIKELY_ONLINE,Government/municipal document — try Wayback Machine or agency website,https://scholar.google.com/scholar?q=California+Department+of+Forestry+Fire+Safe%3A+Inside+and+Out,https://www.google.com/search?q=California+Department+of+Forestry+Fire+Safe%3A+Inside+and+Out+filetype%3Apdf,https://web.archive.org/web/*/Fire+Safe%3A+Inside+and+Out,https://search.worldcat.org/search?q=California+Department+of+Forestry+Fire+Safe%3A+Inside+and+Out
UCF-REF-2,"Gaidula, Peter",Wildland Fuel Management Guidelines for the CA State Park System,1976,California Department of Parks and Recreation,"This reference does not offer a definition of fire retardance with respect to plants, however it offers suggestions of certain plant characteristics to keep in mind when clearing brush to reduce fire hazard: plant vigor, poisonous plants, effects of plants on soils, value for wildlife food and cover, aesthetic values, and relative flammability.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Gaidula+Wildland+Fuel+Management+Guidelines+for+the+CA+State+Park+System+1976,https://www.google.com/search?q=Gaidula+Wildland+Fuel+Management+Guidelines+for+the+CA+State+Park+System+1976+filetype%3Apdf,https://web.archive.org/web/*/Wildland+Fuel+Management+Guidelines+for+the+CA+State+Park+System,https://search.worldcat.org/search?q=Gaidula+Wildland+Fuel+Management+Guidelines+for+the+CA+State+Park+System+1976
UCF-REF-3,"Tarbes, J.A.",Physical Characteristics of Chamise in Relation to Flammability and Combustibility,1980,"San Francisco State University, CA",Defines fire performance characteristics of chamise species only.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Tarbes+Physical+Characteristics+of+Chamise+in+Relation+to+Flammability+and+Combustibility+1980,https://www.google.com/search?q=Tarbes+Physical+Characteristics+of+Chamise+in+Relation+to+Flammability+and+Combustibility+1980+filetype%3Apdf,https://web.archive.org/web/*/Physical+Characteristics+of+Chamise+in+Relation+to+Flammability+and+Combustibili,https://search.worldcat.org/search?q=Tarbes+Physical+Characteristics+of+Chamise+in+Relation+to+Flammability+and+Combustibility+1980
UCF-REF-4,Sunset,Big Job #1: Landscape to Fight the Fire,1992,"Lane Magazine and Book Company, June","Defines highly flammable plants as those that are accumulators of fuel, not maintained or pruned periodically, and contain high oil, high resin or low moisture in leaves and branches.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Sunset+Big+Job+%231%3A+Landscape+to+Fight+the+Fire+1992,https://www.google.com/search?q=Sunset+Big+Job+%231%3A+Landscape+to+Fight+the+Fire+1992+filetype%3Apdf,https://web.archive.org/web/*/Big+Job+%231%3A+Landscape+to+Fight+the+Fire,https://search.worldcat.org/search?q=Sunset+Big+Job+%231%3A+Landscape+to+Fight+the+Fire+1992
UCF-REF-5,Sunset,Brush Clearing for Fire Safety,1968,"Lane Magazine and Book Company, October","Describes fire retardant plants as those that are low-growing shrubs, non-native brush, and well maintained and watered brush.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Sunset+Brush+Clearing+for+Fire+Safety+1968,https://www.google.com/search?q=Sunset+Brush+Clearing+for+Fire+Safety+1968+filetype%3Apdf,https://web.archive.org/web/*/Brush+Clearing+for+Fire+Safety,https://search.worldcat.org/search?q=Sunset+Brush+Clearing+for+Fire+Safety+1968
UCF-REF-6,California State Fire Marshal Journal,Landscape for Home Fire Safety,1989,"CSFM Journal, No. 2, March/April","Defines flammable vegetation as plants containing volatile resins, oils, gums and terpenes, and plants that have accumulations of dead twigs and branches on mature live plants. This reference also defines fire retardant plants as those with a high moisture content, high in ash, well irrigated, free of dead matter, and low volume shrubs.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=California+State+Fire+Marshal+Journal+Landscape+for+Home+Fire+Safety+1989,https://www.google.com/search?q=California+State+Fire+Marshal+Journal+Landscape+for+Home+Fire+Safety+1989+filetype%3Apdf,https://web.archive.org/web/*/Landscape+for+Home+Fire+Safety,https://search.worldcat.org/search?q=California+State+Fire+Marshal+Journal+Landscape+for+Home+Fire+Safety+1989
UCF-REF-7,"City of Los Angeles, Department of Arboreta & Botanic Gardens",Green Belts for Brush Fire Protection and Soil Erosion Control in Hillside Residential Areas,Date Unk.,"City of Los Angeles, Dept. of Arboreta & Botanic Gardens, Arcadia, CA","The term fire retardant is used to describe plants inherently less flammable than others. Rates plants as HIGH(greatest fire retardance) low-growing succulent plants with thick, fleshy leaves and/or stems. MODERATE(moderate fire retardance) low-growing herbaceous perennials and sub-shrubs not distinctly succulent. LOW(low fire retardance) low-growing shrubs and sub-shrubs with rather dry, leathery or rigid leaves and branches.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=City+of+Los+Angeles+Green+Belts+for+Brush+Fire+Protection+and+Soil+Erosion+Control+in+Hillside+Residential+Areas,https://www.google.com/search?q=City+of+Los+Angeles+Green+Belts+for+Brush+Fire+Protection+and+Soil+Erosion+Control+in+Hillside+Residential+Areas+filetype%3Apdf,https://web.archive.org/web/*/Green+Belts+for+Brush+Fire+Protection+and+Soil+Erosion+Control+in+Hillside+Resid,https://search.worldcat.org/search?q=City+of+Los+Angeles+Green+Belts+for+Brush+Fire+Protection+and+Soil+Erosion+Control+in+Hillside+Residential+Areas
UCF-REF-8,East Bay Municipal Utility District Water Conservation Division,Firescape: Landscaping to Reduce Fire Hazard,1995,Community Services Department and EBMUD Board of Directors,"Defines flammable or hazardous vegetation as any vegetation, including ornamental, that either by it's intrinsic characteristics, placement, or lack of care is easy to ignite, spreads fire rapidly, produces high heat, or creates fires that are difficult to suppress. Defines a fire resistant plant as less likely to burn, grows close to the ground and takes longer to ignite.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Yes,EastBayMUD_Fire-Management-Plan.pdf,knowledge-base/,CHECK_LIBRARIES,"Published book — check WorldCat, Open Library, Internet Archive",https://scholar.google.com/scholar?q=East+Bay+Municipal+Utility+District+Water+Conservation+Division+Firescape%3A+Landscaping+to+Reduce+Fire+Hazard+1995,https://www.google.com/search?q=East+Bay+Municipal+Utility+District+Water+Conservation+Division+Firescape%3A+Landscaping+to+Reduce+Fire+Hazard+1995+filetype%3Apdf,https://web.archive.org/web/*/Firescape%3A+Landscaping+to+Reduce+Fire+Hazard,https://search.worldcat.org/search?q=East+Bay+Municipal+Utility+District+Water+Conservation+Division+Firescape%3A+Landscaping+to+Reduce+Fire+Hazard+1995
UCF-REF-9,Brende and Shapiro Tree And Shrub Care,List of More and Less Fire Prone Plants,Date Unk.,"Brende and Shapiro Tree and Shrub Care, Berkeley, CA","This reference suggests that any plant can be fire-prone if not properly maintained. Arrangement, spacing, density and dryness of the vegetation is probably more crucial than what species are planted.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Brende+and+Shapiro+Tree+And+Shrub+Care+List+of+More+and+Less+Fire+Prone+Plants,https://www.google.com/search?q=Brende+and+Shapiro+Tree+And+Shrub+Care+List+of+More+and+Less+Fire+Prone+Plants+filetype%3Apdf,https://web.archive.org/web/*/List+of+More+and+Less+Fire+Prone+Plants,https://search.worldcat.org/search?q=Brende+and+Shapiro+Tree+And+Shrub+Care+List+of+More+and+Less+Fire+Prone+Plants
UCF-REF-10,"Gilmer, Maureen",California Wildfire Landscaping,1994,"Taylor Publishing Company, Dallas, TX",Plants are grouped as the most fire retardant if they retain high levels of moisture in their leaves and stems; these plants are mostly succulents and have low-growth habits. Moderate fire retardance is given to plants that are non-succulent with leaves that retain a high moisture content. Plants with low fire retardance are those with leathery and dry leaves.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Gilmer+California+Wildfire+Landscaping+1994,https://www.google.com/search?q=Gilmer+California+Wildfire+Landscaping+1994+filetype%3Apdf,https://web.archive.org/web/*/California+Wildfire+Landscaping,https://search.worldcat.org/search?q=Gilmer+California+Wildfire+Landscaping+1994
UCF-REF-11,California Department of Forestry and Fire Protection,Fire-Safe Demonstration Garden,Date Unk.,Santa Clara Ranger Unit,A list of plants is offered without definition of fire retardance.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=California+Department+of+Forestry+and+Fire+Protection+Fire-Safe+Demonstration+Garden,https://www.google.com/search?q=California+Department+of+Forestry+and+Fire+Protection+Fire-Safe+Demonstration+Garden+filetype%3Apdf,https://web.archive.org/web/*/Fire-Safe+Demonstration+Garden,https://search.worldcat.org/search?q=California+Department+of+Forestry+and+Fire+Protection+Fire-Safe+Demonstration+Garden
UCF-REF-12,Berkeley Horticulture Nursery,Fire Resistant Plants,1991,"Berkeley Horticulture Nursery, Berkeley, CA",Defines fire resistant as being able to withstand high temperatures for prolonged periods without igniting and does not readily support open flames.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Yes,MCSTOPPP_Go-Native-Fire-Resistant-Plants-Bay-Area_2013.pdf,knowledge-base/,LIKELY_ONLINE,Government/municipal document — try Wayback Machine or agency website,https://scholar.google.com/scholar?q=Berkeley+Horticulture+Nursery+Fire+Resistant+Plants+1991,https://www.google.com/search?q=Berkeley+Horticulture+Nursery+Fire+Resistant+Plants+1991+filetype%3Apdf,https://web.archive.org/web/*/Fire+Resistant+Plants,https://search.worldcat.org/search?q=Berkeley+Horticulture+Nursery+Fire+Resistant+Plants+1991
UCF-REF-13,"Maire, Richard G.",Landscape to Prevent Fire,1962,University of California Agricultural Extension Service,Fire retardance is not defined in this publication.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Maire+Landscape+to+Prevent+Fire+1962,https://www.google.com/search?q=Maire+Landscape+to+Prevent+Fire+1962+filetype%3Apdf,https://web.archive.org/web/*/Landscape+to+Prevent+Fire,https://search.worldcat.org/search?q=Maire+Landscape+to+Prevent+Fire+1962
UCF-REF-14,"Northeast Ridge, Southwest Diversified",Final Habitat Fire Buffer Program,1990,"Northeast Ridge, Brisbane, CA, Southwest Diversified, INC.","This reference states that all plants will burn under the worst conditions, but some are more suitable for fire-prone areas because of one or more of the following characteristics: high mineral content, high moisture content, low volume of fuel.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Northeast+Ridge+Final+Habitat+Fire+Buffer+Program+1990,https://www.google.com/search?q=Northeast+Ridge+Final+Habitat+Fire+Buffer+Program+1990+filetype%3Apdf,https://web.archive.org/web/*/Final+Habitat+Fire+Buffer+Program,https://search.worldcat.org/search?q=Northeast+Ridge+Final+Habitat+Fire+Buffer+Program+1990
UCF-REF-15,"D'Alcamo, Susan; Rice, Carol L.",Appropriate Landscaping Plants to Reduce Fire Hazard,Date Unk.,"East Bay Chapter, California Native Plant Society, Berkeley, CA","Supplies a list of California native plants to be used to establish a more fire retardant environment because of one or more of the following characteristics: high mineral content, low fuel volume, high moisture content.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=D%27Alcamo+Appropriate+Landscaping+Plants+to+Reduce+Fire+Hazard,https://www.google.com/search?q=D%27Alcamo+Appropriate+Landscaping+Plants+to+Reduce+Fire+Hazard+filetype%3Apdf,https://web.archive.org/web/*/Appropriate+Landscaping+Plants+to+Reduce+Fire+Hazard,https://search.worldcat.org/search?q=D%27Alcamo+Appropriate+Landscaping+Plants+to+Reduce+Fire+Hazard
UCF-REF-16,Red Shingle & Handsplit Shake Bureau,The Green Fireman Plan,1988,"Red Cedar Shingle & Handsplit Shake Bureau, Bellevue, WA","This references bases its recommendations of fire retardance on the following: plants with a high moisture content, low volume shrubs, and (up to a point) plants with a high ash content.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Red+Shingle+%26+Handsplit+Shake+Bureau+The+Green+Fireman+Plan+1988,https://www.google.com/search?q=Red+Shingle+%26+Handsplit+Shake+Bureau+The+Green+Fireman+Plan+1988+filetype%3Apdf,https://web.archive.org/web/*/The+Green+Fireman+Plan,https://search.worldcat.org/search?q=Red+Shingle+%26+Handsplit+Shake+Bureau+The+Green+Fireman+Plan+1988
UCF-REF-17,Phoenix Team of the Environmental Action Committee of West Marin,After the Vision Fire,1996,Phoenix Team of the Environmental Action Committee of West Marin,This reference provides a list of suggested fire retardant plants; fire retardant is not defined.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Yes,NPS_After-The-Vision-Fire-Phoenix-Team-Report_1996.pdf,knowledge-base/,LIKELY_ONLINE,Government/municipal document — try Wayback Machine or agency website,https://scholar.google.com/scholar?q=Phoenix+Team+of+the+Environmental+Action+Committee+of+West+Marin+After+the+Vision+Fire+1996,https://www.google.com/search?q=Phoenix+Team+of+the+Environmental+Action+Committee+of+West+Marin+After+the+Vision+Fire+1996+filetype%3Apdf,https://web.archive.org/web/*/After+the+Vision+Fire,https://search.worldcat.org/search?q=Phoenix+Team+of+the+Environmental+Action+Committee+of+West+Marin+After+the+Vision+Fire+1996
UCF-REF-18,"Morris, Wendy; Barbar, J.R.",Design and Siting Guidelines: Bush Fire Protection for Rural Houses,Date Unk.,"Country Fire Authority, Victoria","This reference suggests that the degree of fire retardance of a tree or shrub depends on the amount of moisture in the leaves, the amount of oil or resin in the leaves, and/or the amount of dead matter that remains on the tree. Trees and shrubs were rated as follows: HIGH - most suitable; MODERATE - suitable. Groundcovers were rated as follows: HIGH - very succulent, MODERATE - semi-succulent.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Morris+Design+and+Siting+Guidelines%3A+Bush+Fire+Protection+for+Rural+Houses,https://www.google.com/search?q=Morris+Design+and+Siting+Guidelines%3A+Bush+Fire+Protection+for+Rural+Houses+filetype%3Apdf,https://web.archive.org/web/*/Design+and+Siting+Guidelines%3A+Bush+Fire+Protection+for+Rural+Houses,https://search.worldcat.org/search?q=Morris+Design+and+Siting+Guidelines%3A+Bush+Fire+Protection+for+Rural+Houses
UCF-REF-19,Brush Fire Safety Committee,Make it Safe to Live in the Hills: Fire Resistant Plants,Date Unk.,"Brush Fire Safety Committte, Los Angeles, CA",This reference explains that some plants are relatively non-flammable because they are able to withstand high temperatures for prolonged periods without igniting and do not readily support open flames.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Brush+Fire+Safety+Committee+Make+it+Safe+to+Live+in+the+Hills%3A+Fire+Resistant+Plants,https://www.google.com/search?q=Brush+Fire+Safety+Committee+Make+it+Safe+to+Live+in+the+Hills%3A+Fire+Resistant+Plants+filetype%3Apdf,https://web.archive.org/web/*/Make+it+Safe+to+Live+in+the+Hills%3A+Fire+Resistant+Plants,https://search.worldcat.org/search?q=Brush+Fire+Safety+Committee+Make+it+Safe+to+Live+in+the+Hills%3A+Fire+Resistant+Plants
UCF-REF-20,"Radtke, Klaus W.H.",A Homeowner's Guide to Fire and Watershed Management at the Chaparral/Urban Interface,1993,"County of Los Angeles, CA",Fire retardance was rated as follows: HIGH - very highly fire retardant. MODERATE - medium fire retardance. LOW - low very retardance.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Yes,Radtke_Homeowners-Guide-Fire-Watershed-Management_1993.pdf,knowledge-base/,LIKELY_ONLINE,Government/municipal document — try Wayback Machine or agency website,https://scholar.google.com/scholar?q=Radtke+A+Homeowner%27s+Guide+to+Fire+and+Watershed+Management+at+the+Chaparral%2FUrban+Interface+1993,https://www.google.com/search?q=Radtke+A+Homeowner%27s+Guide+to+Fire+and+Watershed+Management+at+the+Chaparral%2FUrban+Interface+1993+filetype%3Apdf,https://web.archive.org/web/*/A+Homeowner%27s+Guide+to+Fire+and+Watershed+Management+at+the+Chaparral%2FUrban+Inte,https://search.worldcat.org/search?q=Radtke+A+Homeowner%27s+Guide+to+Fire+and+Watershed+Management+at+the+Chaparral%2FUrban+Interface+1993
