locality,scientific_name,common_name,family,order,degree_of_establishment,establishment_means,pathway,habitat,is_hybrid,intro_date,gbif_key
HI,Breynia androgyna,Star gooseberry,Phyllanthaceae,Malpighiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-29,9197670
HI,Breynia disticha,Snowbush,Phyllanthaceae,Malpighiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5383031
HI,Briza maxima,Big quakinggrass,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2702792
HI,Briza minor,Little quakinggrass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2702793
HI,Bromus carinatus,Mountain brome,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",unintentional,Grassland; Artificial - Terrestrial; Introduced Vegetation,FALSE,2022-10-14,2703712
HI,Bromus catharticus,Rescuegrass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2703723
HI,Bromus diandrus,Ripgut brome,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2703760
HI,Bromus hordeaceus,Soft brome,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",agriculture (including biofuel feedstocks),,FALSE,2017-11-21,2703777
HI,Bromus madritensis,Compact brome,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",agriculture (including biofuel feedstocks),,FALSE,2017-11-21,2703721
HI,Bromus sterilis,Poverty brome,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",agriculture (including biofuel feedstocks),,FALSE,2017-11-21,2703647
HI,Bromus tectorum,Cheatgrass,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",seed contaminant,,FALSE,2017-11-21,2703746
HI,Brugmansia X candida,Angel's-trumpet,Solanaceae,Solanales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,TRUE,2017-11-21,
HI,Bruguiera sexangula,Oriental mangrove,Rhizophoraceae,Malpighiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,6370882
HI,Bryum flavituber,Bryum moss,Bryaceae,Bryales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-04-27,2676716
HI,Buchnera pusilla,Pygmy bluehearts,Orobanchaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5415031
HI,Buddleja asiatica,Dog tail,Scrophulariaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3173333
HI,Buddleja davidii,Orange eye butterflybush,Scrophulariaceae,Lamiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3173338
HI,Buddleja madagascariensis,Smokebush,Scrophulariaceae,Lamiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3173340
HI,Bulbostylis capillaris,Densetuft hairsedge,Cyperaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5292341
HI,Caesalpinia crista,Gray nicker,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-01-04,8179846
HI,Cajanus cajan,Pigeonpea,Fabaceae,Fabales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,7587087
HI,Caladium bicolor,Artist's pallet,Araceae,Alismatales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2015-01-26,2868390
HI,Calathea crotalifera,Rattlesnake plant,Marantaceae,Zingiberales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2761715
HI,Calliandra houstoniana var. calothyrsa,Stickpea,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-19,
HI,Calliandra surinamensis,Pink powder puff,Fabaceae,Fabales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2015-01-26,2982188
HI,Callicarpa macrophylla,Urn-fruit beauty-berry,Lamiaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",horticulture; unintentional,Introduced Vegetation; Forest,FALSE,2022-09-20,5609508
HI,Callisia fragrans,Basketplant,Commelinaceae,Commelinales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5303453
HI,Callisia repens,Creeping inchplant,Commelinaceae,Commelinales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-01-04,5303420
HI,Callitris columellaris,White cypress pine,Cupressaceae,Pinales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-01-04,2684338
HI,Callitris endlicheri,Black cypress-pine,Cupressaceae,Pinales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-15,2684303
HI,Callitropsis lusitanica,Portuguese cypress,Cupressaceae,Pinales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2019-05-17,
HI,Calopogonium galactioides,Legume,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-01-04,2959427
HI,Calotropis gigantea,Crown flower,Apocynaceae,Gentianales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3579089
HI,Calotropis procera,Roostertree,Apocynaceae,Gentianales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5414566
HI,Calyptocarpus vialis,Straggler daisy,Asteraceae,Asterales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3091480
HI,Camellia sinensis,Tea,Theaceae,Ericales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-01-04,3189635
HI,Camonea umbellata,Hogvine,Convolvulaceae,Solanales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-26,9452352
HI,Canavalia cathartica,Maunaloa,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2962193
HI,Canavalia sericea,Silky jackbean,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2962106
HI,Canna indica,Indian shot,Cannaceae,Zingiberales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8034409
HI,Cannabis sativa ssp. indica,Hemp,Cannabaceae,Rosales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5602702
HI,Capillipedium spicigerum,Scented-top grass,Poaceae,Poales,established (category C3),introduced: assisted colonization,intentional; agriculture (including biofuel feedstocks),Artificial - Terrestrial; Introduced Vegetation,FALSE,2022-10-21,4105951
HI,Capparidastrum mollicellum,Caper,Capparaceae,Brassicales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,7503986
HI,Capsella bursa-pastoris,Shepherd's purse,Brassicaceae,Brassicales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5375388
HI,Capsicum annuum,Cayenne pepper,Solanaceae,Solanales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2932944
HI,Cardamine flexuosa,Woodland bittercress,Brassicaceae,Brassicales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3046076
HI,Cardamine hirsuta,Hairy bittercress,Brassicaceae,Brassicales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3046258
HI,Cardiospermum grandiflorum,Balloon vine,Sapindaceae,Sapindales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3189935
HI,Cardiospermum halicacabum,Balloon vine,Sapindaceae,Sapindales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3189939
HI,Carduus pycnocephalus,Italian plumeless thistle,Asteraceae,Asterales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3114667
HI,Carex inversa,Knob sedge,Cyperaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2727507
HI,Carex longii,Long's sedge,Cyperaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2729850
HI,Carica papaya,Papaya,Caricaceae,Brassicales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",agriculture (including biofuel feedstocks),,FALSE,2017-11-21,2874484
HI,Carissa macrocarpa,Natal plum,Apocynaceae,Gentianales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-15,5414420
HI,Caryota mitis,Burmese fishtail palm,Arecaceae,Arecales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2015-01-26,2738902
HI,Cassia javanica var. indochinensis,Apple blossom,Fabaceae,Fabales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-01-04,
HI,Castilla elastica,Panama rubber tree,Moraceae,Rosales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",horticulture,,FALSE,2019-05-17,7531920
HI,Castilleja arvensis,Indian paintbrush,Orobanchaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3170604
HI,Casuarina cunninghamiana,River sheoak,Casuarinaceae,Fagales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2015-01-26,2891932
HI,Casuarina equisetifolia,Beach sheoak,Casuarinaceae,Fagales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2891930
HI,Casuarina glauca,Gray sheoak,Casuarinaceae,Fagales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,7417428
HI,Catalpa longissima,Haitian catalpa,Bignoniaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-15,3172614
HI,Catha edulis,Khat,Celastraceae,Celastrales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2019-05-17,7979745
HI,Catharanthus roseus,Madagascar periwinkle,Apocynaceae,Gentianales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3169830
HI,Cecropia obtusifolia,Trumpet tree,Urticaceae,Rosales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2984473
HI,Cedrela odorata,Mexican cedar,Meliaceae,Sapindales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",intentional,,FALSE,2015-01-26,3190511
HI,Celosia argentea,Feather cockscomb,Amaranthaceae,Caryophyllales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2015-01-26,3085191
HI,Cenchrus advena,Foreign fountaingrass,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,
HI,Cenchrus americanus,Pearl millet,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-01-04,5828197
HI,Cenchrus ciliaris,Buffelgrass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,4109540
HI,Cenchrus clandestinus,Kikuyugrass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5828201
HI,Cenchrus complanatus,Nicaraguan fountaingrass,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,6068766
HI,Cenchrus echinatus,Southern sandbur,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5289739
HI,Cenchrus elegans,Pacific fountain grass,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-26,9199338
HI,Cenchrus longisetus,Feathertop,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5290192
HI,Cenchrus polystachios,Mission grass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5828207
HI,Cenchrus purpureus,Elephant grass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5828220
HI,Cenchrus setaceus,Crimson fountaingrass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5828232
HI,Cenchrus setiger,Cow sandbur,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5828221
HI,Centaurea cyanus,Garden cornflower,Asteraceae,Asterales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3089561
HI,Centaurea melitensis,Maltese star-thistle,Asteraceae,Asterales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3128091
HI,Centaurium erythraea,European centaury,Gentianaceae,Gentianales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5414457
HI,Centella asiatica,Spadeleaf,Apiaceae,Apiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3034128
HI,Centranthus ruber,Red valerian,Valerianaceae,Dipsacales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2888740
HI,Centratherum punctatum,Larkdaisy,Asteraceae,Asterales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3090864
HI,Centrosema molle,Soft butterfly pea,Fabaceae,Fabales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,2965010
HI,Cerastium fontanum ssp. vulgare,Big chickweed,Caryophyllaceae,Caryophyllales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,9349855
HI,Cerastium glomeratum,Sticky chickweed,Caryophyllaceae,Caryophyllales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-01-04,3085440
HI,Ceratophyllum demersum,Coon's tail,Ceratophyllaceae,Ceratophyllales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2882398
HI,Ceratopteris thalictroides ssp. gaudichaudii,Watersprite,Pteridaceae,Polypodiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2021-08-05,8689336
HI,Cereus hildmannianus ssp. uruguayanus,Hedge cactus,Cactaceae,Caryophyllales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",horticulture,,FALSE,2015-01-26,5626122
HI,Cestrum aurantiacum,Orange cestrum,Solanaceae,Solanales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2928790
HI,Cestrum diurnum,Day jessamine,Solanaceae,Solanales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2928789
HI,Cestrum nocturnum,Night jessamine,Solanaceae,Solanales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2928791
HI,Chamaecrista nictitans var. glabrata,Sensitive partridge pea,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-08-14,3932071
HI,Chamaecytisus prolifer ssp. palmensis,Tagasaste,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",Horticulture,Artificial - Terrestrial; Introduced Vegetation,FALSE,2019-05-17,6709934
HI,Cheilanthes viridis,Green cliffbrake,Pteridaceae,Polypodiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,7173446
HI,Cheilocostus speciosus,Malay ginger,Costaceae,Zingiberales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,
HI,Chenia leptophylla,Vectis moss,Pottiaceae,Pottiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-04-27,5280189
HI,Cheniella tenuiflora,Bauhinia,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-19,8850913
HI,Chenopodiastrum murale,Nettleleaf goosefoot,Amaranthaceae,Caryophyllales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",seed contaminant; transport contaminant; ship/boat ballast water,Artificial - Terrestrial; Introduced Vegetation,FALSE,2017-11-21,8149099
HI,Chenopodium album,Lambsquarters,Amaranthaceae,Caryophyllales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3083838
HI,Chenopodium hircinum,Avian goosefoot,Amaranthaceae,Caryophyllales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3083934
HI,Chloris barbata,Swollen fingergrass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5289612
HI,Chloris divaricata,Spreading windmill grass,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",seed contaminant; transport contaminant; ship/boat ballast water,Artificial - Terrestrial; Introduced Vegetation,FALSE,2017-11-21,5289631
HI,Chloris gayana,Rhodes grass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5289618
HI,Chloris radiata,Radiate fingergrass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5289619
HI,Chloris truncata,Australian fingergrass,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5289620
HI,Chloris virgata,Feather fingergrass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5289624
HI,Chromolaena odorata,Siamweed,Asteraceae,Asterales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-10-24,3087725
HI,Chrysobalanus icaco,Coco plum,Chrysobalanaceae,Malpighiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-15,2985082
HI,Chrysophyllum oliviforme,Satinleaf,Sapotaceae,Ericales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2885793
HI,Cinchona pubescens,Quinine tree,Rubiaceae,Gentianales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2901294
HI,Cinnamomum burmannii,Padang cassia,Lauraceae,Laurales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3033985
HI,Cinnamomum camphora,Camphortree,Lauraceae,Laurales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3033991
HI,Cinnamomum verum,Cinnamon,Lauraceae,Laurales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3033987
HI,Cirsium arvense,Creeping thistle,Asteraceae,Asterales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",seed contaminant; transport contaminant,Artificial - Terrestrial; Introduced Vegetation,FALSE,2022-09-15,3113414
HI,Cirsium vulgare,Bull thistle,Asteraceae,Asterales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",seed contaminant,,FALSE,2017-11-21,3112801
HI,Cissus alata,Venezuela treebind,Vitaceae,Vitales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-01-04,7760485
HI,Cissus nodosa,Grape ivy,Vitaceae,Vitales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3039163
HI,Cissus quadrangularis,Veldt-grape,Vitaceae,Vitales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2015-01-26,7130673
HI,Cissus repens,Cissus,Vitaceae,Vitales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-15,3039164
HI,Cissus rotundifolia,Arabian wax cissus,Vitaceae,Vitales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3039168
HI,Cissus verticillata,Princess vine,Vitaceae,Vitales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-19,3039173
HI,Citharexylum caudatum,Fiddlewood,Verbenaceae,Lamiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2925393
HI,Citharexylum spinosum,Spiny fiddlewood,Verbenaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2925396
HI,Clerodendrum chinense,Stickbush,Lamiaceae,Lamiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2925357
HI,Clerodendrum glabrum,Natal glorybower,Lamiaceae,Lamiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,
HI,Clerodendrum macrostegium,Velvetleaf glorybower,Lamiaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2925371
HI,Clerodendrum speciosissimum,Javanese glorybower,Lamiaceae,Lamiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",horticulture,Artificial - Terrestrial; Introduced Vegetation,FALSE,2015-01-26,7735421
HI,Clethra mexicana,Nance macho,Clethraceae,Ericales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-19,3718266
HI,Clidemia hirta,Koster's curse,Melastomataceae,Myrtales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3188642
HI,Clitoria heterophylla,Pigeonwings,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2019-05-17,2946593
HI,Clitoria ternatea,Asian pigeonwings,Fabaceae,Fabales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2946519
HI,Clusia rosea,Scotch attorney,Clusiaceae,Malpighiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5421060
HI,Coccinia grandis,Ivy gourd,Cucurbitaceae,Cucurbitales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2874564
HI,Coccoloba uvifera,Seagrape,Polygonaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2888831
HI,Coccothrinax barbadensis,Thatch palm,Arecaceae,Arecales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2015-01-26,2735268
HI,Coffea arabica,Coffee,Rubiaceae,Gentianales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2895345
HI,Coffea liberica,Liberian coffee,Rubiaceae,Gentianales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2015-01-26,8524134
HI,Coix lacryma-jobi,Job's tears,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2706301
HI,Coleus scutellarioides,Coleus,Lamiaceae,Lamiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",horticulture,,FALSE,2018-06-29,5341492
HI,Collomia linearis,Tiny trumpet,Polemoniaceae,Ericales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2927552
HI,Combretum indicum,Combretums,Combretaceae,Myrtales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-19,3699632
HI,Commelina benghalensis,Jio,Commelinaceae,Commelinales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2763941
HI,Commelina diffusa,Climbing dayflower,Commelinaceae,Commelinales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2764202
HI,Conocarpus erectus,Button mangrove,Combretaceae,Myrtales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5421045
HI,Convolvulus arvensis,Field bindweed,Convolvulaceae,Solanales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2928390
HI,Convolvulus erubescens,Pinkflower bindweed,Convolvulaceae,Solanales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2928389
HI,Cordia alliodora,Spanish elm,Cordiaceae,Boraginales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-15,7649215
HI,Cordia dichotoma,Fragrant manjack,Cordiaceae,Boraginales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5341270
HI,Cordia lutea,Yellow geiger,Cordiaceae,Boraginales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2018-06-20,5661644
HI,Coreopsis lanceolata,Lanceleaf tickseed,Asteraceae,Asterales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3133938
HI,Coriandrum sativum,Coriander,Apiaceae,Apiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",horticulture,,FALSE,2017-11-21,3034871
HI,Cornus kousa,Japanese dogwood,Cornaceae,Cornales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",horticulture,,FALSE,2019-05-17,3082274
HI,Cortaderia jubata,Purple pampas grass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2704521
HI,Cortaderia selloana,Uruguayan pampas grass,Poaceae,Poales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-10-24,2704523
HI,Corymbia calophylla,Redgum,Myrtaceae,Myrtales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5418394
HI,Corymbia citriodora,Lemonscented gum,Myrtaceae,Myrtales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5418431
HI,Corymbia ficifolia,Redflower gum,Myrtaceae,Myrtales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5418434
HI,Corymbia gummifera,Red bloodwood,Myrtaceae,Myrtales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5418493
